"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"FULLBODY II","Apr 15, 2026, 6:49 AM","Apr 15, 2026, 7:52 AM","","Zercher Squat",,"",0,"normal",40,15,,,
"FULLBODY II","Apr 15, 2026, 6:49 AM","Apr 15, 2026, 7:52 AM","","Zercher Squat",,"",1,"normal",40,15,,,
"FULLBODY II","Apr 15, 2026, 6:49 AM","Apr 15, 2026, 7:52 AM","","Single Arm Landmine Press (Barbell)",,"",0,"normal",12.5,10,,,
"FULLBODY II","Apr 15, 2026, 6:49 AM","Apr 15, 2026, 7:52 AM","","Single Arm Landmine Press (Barbell)",,"",1,"normal",12.5,10,,,
"FULLBODY II","Apr 15, 2026, 6:49 AM","Apr 15, 2026, 7:52 AM","","Cable Core Palloff Press",,"",0,"normal",60,6,,,
"FULLBODY II","Apr 15, 2026, 6:49 AM","Apr 15, 2026, 7:52 AM","","Cable Core Palloff Press",,"",1,"normal",60,6,,,
"FULLBODY II","Apr 15, 2026, 6:49 AM","Apr 15, 2026, 7:52 AM","","Bent Over Row (Barbell)",,"",0,"normal",60,9,,,
"FULLBODY II","Apr 15, 2026, 6:49 AM","Apr 15, 2026, 7:52 AM","","Seated Leg Curl (Machine)",,"",0,"normal",85,8,,,
"FULLBODY II","Apr 15, 2026, 6:49 AM","Apr 15, 2026, 7:52 AM","","Seated Leg Curl (Machine)",,"",1,"normal",85,8,,,
"FULLBODY II","Apr 15, 2026, 6:49 AM","Apr 15, 2026, 7:52 AM","","Plank",,"",0,"normal",,,,244,
"FULLBODY I","Apr 14, 2026, 7:11 AM","Apr 14, 2026, 8:10 AM","","Squat (Barbell)",,"",0,"normal",80,6,,,
"FULLBODY I","Apr 14, 2026, 7:11 AM","Apr 14, 2026, 8:10 AM","","Straight Leg Deadlift",,"",0,"normal",110,6,,,
"FULLBODY I","Apr 14, 2026, 7:11 AM","Apr 14, 2026, 8:10 AM","","Bench Press (Barbell)",,"Primeira serie manter peso e repeticoes porque a execucao nao foi perfeita",0,"normal",85,5,,,10
"FULLBODY I","Apr 14, 2026, 7:11 AM","Apr 14, 2026, 8:10 AM","","Bench Press (Barbell)",,"Primeira serie manter peso e repeticoes porque a execucao nao foi perfeita",1,"normal",80,3,,,
"FULLBODY I","Apr 14, 2026, 7:11 AM","Apr 14, 2026, 8:10 AM","","Pull Up",,"",0,"normal",,8,,,
"FULLBODY I","Apr 14, 2026, 7:11 AM","Apr 14, 2026, 8:10 AM","","EZ Bar Biceps Curl",,"",0,"normal",30,9,,,
"FULLBODY II","Apr 8, 2026, 7:15 AM","Apr 8, 2026, 8:17 AM","","Zercher Squat",,"",0,"normal",40,10,,,
"FULLBODY II","Apr 8, 2026, 7:15 AM","Apr 8, 2026, 8:17 AM","","Zercher Squat",,"",1,"normal",50,8,,,
"FULLBODY II","Apr 8, 2026, 7:15 AM","Apr 8, 2026, 8:17 AM","","Single Arm Landmine Press (Barbell)",,"",0,"normal",12.5,10,,,
"FULLBODY II","Apr 8, 2026, 7:15 AM","Apr 8, 2026, 8:17 AM","","Single Arm Landmine Press (Barbell)",,"",1,"normal",12.5,9,,,
"FULLBODY II","Apr 8, 2026, 7:15 AM","Apr 8, 2026, 8:17 AM","","Cable Core Palloff Press",,"",0,"normal",60,6,,,
"FULLBODY II","Apr 8, 2026, 7:15 AM","Apr 8, 2026, 8:17 AM","","Cable Core Palloff Press",,"",1,"normal",60,5,,,
"FULLBODY II","Apr 8, 2026, 7:15 AM","Apr 8, 2026, 8:17 AM","","Seated Leg Curl (Machine)",,"",0,"normal",80,8,,,10
"FULLBODY II","Apr 8, 2026, 7:15 AM","Apr 8, 2026, 8:17 AM","","Seated Leg Curl (Machine)",,"",1,"normal",80,11,,,10
"FULLBODY II","Apr 8, 2026, 7:15 AM","Apr 8, 2026, 8:17 AM","","Plank",,"",0,"normal",,,,244,
"FULLBODY I","Apr 6, 2026, 5:55 PM","Apr 6, 2026, 7:08 PM","","Squat (Barbell)",,"",0,"normal",80,7,,,9
"FULLBODY I","Apr 6, 2026, 5:55 PM","Apr 6, 2026, 7:08 PM","","Squat (Barbell)",,"",1,"normal",80,4,,,9
"FULLBODY I","Apr 6, 2026, 5:55 PM","Apr 6, 2026, 7:08 PM","","Straight Leg Deadlift",,"",0,"normal",110,6,,,10
"FULLBODY I","Apr 6, 2026, 5:55 PM","Apr 6, 2026, 7:08 PM","","Bench Press (Barbell)",,"",0,"normal",80,8,,,9
"FULLBODY I","Apr 6, 2026, 5:55 PM","Apr 6, 2026, 7:08 PM","","Bench Press (Barbell)",,"",1,"normal",80,7,,,9.5
"FULLBODY I","Apr 6, 2026, 5:55 PM","Apr 6, 2026, 7:08 PM","","Pull Up",,"",0,"normal",,8,,,9.5
"FULLBODY I","Apr 6, 2026, 5:55 PM","Apr 6, 2026, 7:08 PM","","Pull Up",,"",1,"normal",,7,,,10
"FULLBODY I","Apr 6, 2026, 5:55 PM","Apr 6, 2026, 7:08 PM","","EZ Bar Biceps Curl",,"",0,"normal",30,5,,,10
"FULLBODY I","Apr 6, 2026, 5:55 PM","Apr 6, 2026, 7:08 PM","","EZ Bar Biceps Curl",,"",1,"normal",30,5,,,10
"FULLBODY II","Apr 2, 2026, 7:38 AM","Apr 2, 2026, 8:19 AM","","Zercher Squat",,"",0,"normal",20,12,,,9
"FULLBODY II","Apr 2, 2026, 7:38 AM","Apr 2, 2026, 8:19 AM","","Zercher Squat",,"",1,"normal",20,10,,,
"FULLBODY II","Apr 2, 2026, 7:38 AM","Apr 2, 2026, 8:19 AM","","Landmine Squat and Press",,"",0,"normal",10,10,,,
"FULLBODY II","Apr 2, 2026, 7:38 AM","Apr 2, 2026, 8:19 AM","","Landmine Squat and Press",,"",1,"normal",10,10,,,
"FULLBODY II","Apr 2, 2026, 7:38 AM","Apr 2, 2026, 8:19 AM","","Cable Core Palloff Press",,"",0,"normal",40,10,,,
"FULLBODY II","Apr 2, 2026, 7:38 AM","Apr 2, 2026, 8:19 AM","","Cable Core Palloff Press",,"",1,"normal",45,10,,,
"FULLBODY II","Apr 2, 2026, 7:38 AM","Apr 2, 2026, 8:19 AM","","Seated Leg Curl (Machine)",,"",0,"normal",70,11,,,9.5
"FULLBODY II","Apr 2, 2026, 7:38 AM","Apr 2, 2026, 8:19 AM","","Seated Leg Curl (Machine)",,"",1,"normal",80,8,,,
"FULLBODY II","Apr 2, 2026, 7:38 AM","Apr 2, 2026, 8:19 AM","","Plank",,"",0,"normal",,,,71,
"FULLBODY I","Apr 1, 2026, 6:00 PM","Apr 1, 2026, 7:09 PM","","Squat (Barbell)",,"",0,"normal",80,7,,,8
"FULLBODY I","Apr 1, 2026, 6:00 PM","Apr 1, 2026, 7:09 PM","","Squat (Barbell)",,"",1,"normal",85,3,,,10
"FULLBODY I","Apr 1, 2026, 6:00 PM","Apr 1, 2026, 7:09 PM","","Squat (Barbell)",,"",2,"normal",70,5,,,
"FULLBODY I","Apr 1, 2026, 6:00 PM","Apr 1, 2026, 7:09 PM","","Bench Press (Barbell)",,"",0,"normal",80,8,,,9.5
"FULLBODY I","Apr 1, 2026, 6:00 PM","Apr 1, 2026, 7:09 PM","","Bench Press (Barbell)",,"",1,"normal",80,6,,,9.5
"FULLBODY I","Apr 1, 2026, 6:00 PM","Apr 1, 2026, 7:09 PM","","Straight Leg Deadlift",,"",0,"normal",110,5,,,9.5
"FULLBODY I","Apr 1, 2026, 6:00 PM","Apr 1, 2026, 7:09 PM","","Pull Up",,"",0,"normal",,8,,,9.5
"FULLBODY I","Apr 1, 2026, 6:00 PM","Apr 1, 2026, 7:09 PM","","Pull Up",,"",1,"normal",,7,,,10
"FULLBODY I","Apr 1, 2026, 6:00 PM","Apr 1, 2026, 7:09 PM","","EZ Bar Biceps Curl",,"",0,"normal",25,8,,,10
"FULLBODY I","Apr 1, 2026, 6:00 PM","Apr 1, 2026, 7:09 PM","","EZ Bar Biceps Curl",,"",1,"normal",25,7,,,
"FULLBODY I","Mar 25, 2026, 6:05 PM","Mar 25, 2026, 6:49 PM","","Straight Leg Deadlift",,"",0,"normal",105,9,,,10
"FULLBODY I","Mar 25, 2026, 6:05 PM","Mar 25, 2026, 6:49 PM","","Bench Press (Barbell)",,"",0,"normal",80,7,,,8.5
"FULLBODY I","Mar 25, 2026, 6:05 PM","Mar 25, 2026, 6:49 PM","","Bench Press (Barbell)",,"",1,"normal",80,7,,,9.5
"FULLBODY I","Mar 25, 2026, 6:05 PM","Mar 25, 2026, 6:49 PM","","Pull Up",,"",0,"normal",,8,,,9.5
"FULLBODY I","Mar 25, 2026, 6:05 PM","Mar 25, 2026, 6:49 PM","","Pull Up",,"",1,"normal",,6,,,9.5
"FULLBODY I","Mar 25, 2026, 6:05 PM","Mar 25, 2026, 6:49 PM","","EZ Bar Biceps Curl",,"",0,"normal",20,12,,,9.5
"FULLBODY I","Mar 25, 2026, 6:05 PM","Mar 25, 2026, 6:49 PM","","EZ Bar Biceps Curl",,"",1,"normal",30,6,,,10
"FULLBODY I","Mar 17, 2026, 9:01 PM","Mar 17, 2026, 10:09 PM","","Ball Slams",,"",0,"normal",6,8,,,
"FULLBODY I","Mar 17, 2026, 9:01 PM","Mar 17, 2026, 10:09 PM","","Ball Slams",,"",1,"normal",6,8,,,
"FULLBODY I","Mar 17, 2026, 9:01 PM","Mar 17, 2026, 10:09 PM","","Ball Slams",,"",2,"normal",6,8,,,
"FULLBODY I","Mar 17, 2026, 9:01 PM","Mar 17, 2026, 10:09 PM","","Straight Leg Deadlift",,"",0,"normal",105,8,,,
"FULLBODY I","Mar 17, 2026, 9:01 PM","Mar 17, 2026, 10:09 PM","","Bench Press (Barbell)",,"",0,"failure",80,7,,,
"FULLBODY I","Mar 17, 2026, 9:01 PM","Mar 17, 2026, 10:09 PM","","Bench Press (Barbell)",,"",1,"failure",80,6,,,
"FULLBODY I","Mar 17, 2026, 9:01 PM","Mar 17, 2026, 10:09 PM","","Iso-Lateral Row (Machine)",,"",0,"failure",120,7,,,
"FULLBODY I","Mar 17, 2026, 9:01 PM","Mar 17, 2026, 10:09 PM","","Iso-Lateral Row (Machine)",,"",1,"failure",120,7,,,
"FULLBODY I","Mar 17, 2026, 9:01 PM","Mar 17, 2026, 10:09 PM","","Leg Extension (Machine)",,"",0,"normal",60,20,,,
"FULLBODY I","Mar 17, 2026, 9:01 PM","Mar 17, 2026, 10:09 PM","","Calf Extension (Machine)",,"",0,"normal",85,10,,,
"FULLBODY I","Mar 10, 2026, 9:23 PM","Mar 10, 2026, 10:25 PM","","Straight Leg Deadlift",,"",0,"normal",105,7,,,9.5
"FULLBODY I","Mar 10, 2026, 9:23 PM","Mar 10, 2026, 10:25 PM","","Chest Press (Machine)",,"",0,"failure",100,7,,,10
"FULLBODY I","Mar 10, 2026, 9:23 PM","Mar 10, 2026, 10:25 PM","","Chest Press (Machine)",,"",1,"failure",97.5,5,,,9
"FULLBODY I","Mar 10, 2026, 9:23 PM","Mar 10, 2026, 10:25 PM","","Leg Extension (Machine)",,"",0,"normal",60,18,,,7.5
"FULLBODY I","Mar 10, 2026, 9:23 PM","Mar 10, 2026, 10:25 PM","","Seated Cable Row - Bar Grip",,"",0,"failure",115,9,,,9.5
"FULLBODY III","Mar 7, 2026, 4:11 PM","Mar 7, 2026, 5:21 PM","","Hip Thrust (Barbell)",,"",0,"normal",140,8,,,
"FULLBODY III","Mar 7, 2026, 4:11 PM","Mar 7, 2026, 5:21 PM","","Hip Abduction (Machine)",,"",0,"failure",100,17,,,
"FULLBODY III","Mar 7, 2026, 4:11 PM","Mar 7, 2026, 5:21 PM","","Incline Chest Press (Machine)",,"",0,"normal",85,8,,,
"FULLBODY III","Mar 7, 2026, 4:11 PM","Mar 7, 2026, 5:21 PM","","Iso-Lateral Row (Machine)",,"",0,"normal",120,7,,,
"FULLBODY II","Mar 5, 2026, 8:17 PM","Mar 5, 2026, 9:27 PM","","Squat (Smith Machine)",,"",0,"normal",80,5,,,9.5
"FULLBODY II","Mar 5, 2026, 8:17 PM","Mar 5, 2026, 9:27 PM","","Chest Fly (Machine)",,"",0,"normal",120,10,,,9
"FULLBODY II","Mar 5, 2026, 8:17 PM","Mar 5, 2026, 9:27 PM","","Chest Fly (Machine)",,"",1,"normal",120,12,,,10
"FULLBODY II","Mar 5, 2026, 8:17 PM","Mar 5, 2026, 9:27 PM","","Lat Pulldown (Cable)",,"",0,"normal",100,5,,,10
"FULLBODY II","Mar 5, 2026, 8:17 PM","Mar 5, 2026, 9:27 PM","","Lat Pulldown (Cable)",,"",1,"normal",90,7,,,10
"FULLBODY II","Mar 5, 2026, 8:17 PM","Mar 5, 2026, 9:27 PM","","Seated Leg Curl (Machine)",,"Maquina leve",0,"normal",120,11,,,10
"FULLBODY II","Mar 5, 2026, 8:17 PM","Mar 5, 2026, 9:27 PM","","Seated Leg Curl (Machine)",,"Maquina leve",1,"normal",120,11,,,9.5
"FULLBODY II","Mar 5, 2026, 8:17 PM","Mar 5, 2026, 9:27 PM","","Single Leg Standing Calf Raise (Machine)",,"",0,"normal",90,14,,,9.5
"FULLBODY I","Mar 3, 2026, 8:40 PM","Mar 3, 2026, 9:38 PM","","Straight Leg Deadlift",,"",0,"normal",100,7,,,
"FULLBODY I","Mar 3, 2026, 8:40 PM","Mar 3, 2026, 9:38 PM","","Chest Press (Machine)",,"",0,"failure",97.5,8,,,9
"FULLBODY I","Mar 3, 2026, 8:40 PM","Mar 3, 2026, 9:38 PM","","Chest Press (Machine)",,"",1,"failure",97.5,8,,,10
"FULLBODY I","Mar 3, 2026, 8:40 PM","Mar 3, 2026, 9:38 PM","","Leg Extension (Machine)",,"",0,"normal",70,15,,,
"FULLBODY I","Mar 3, 2026, 8:40 PM","Mar 3, 2026, 9:38 PM","","Calf Extension (Machine)",,"",0,"normal",80,12,,,
"FULLBODY I","Mar 3, 2026, 8:40 PM","Mar 3, 2026, 9:38 PM","","Seated Cable Row - Bar Grip",,"",0,"failure",110,10,,,10
"FULLBODY I","Mar 3, 2026, 8:40 PM","Mar 3, 2026, 9:38 PM","","Seated Cable Row - Bar Grip",,"",1,"failure",110,8,,,
"FULLBODY I","Feb 28, 2026, 11:11 AM","Feb 28, 2026, 1:04 PM","","Squat (Smith Machine)",,"",0,"normal",80,5,,,
"FULLBODY I","Feb 28, 2026, 11:11 AM","Feb 28, 2026, 1:04 PM","","Shoulder Press (Machine Plates)",,"",0,"failure",50,7,,,
"FULLBODY I","Feb 28, 2026, 11:11 AM","Feb 28, 2026, 1:04 PM","","Shoulder Press (Machine Plates)",,"",1,"failure",50,6,,,
"FULLBODY I","Feb 28, 2026, 11:11 AM","Feb 28, 2026, 1:04 PM","","Lying Leg Curl (Machine)",,"",0,"normal",80,8,,,10
"FULLBODY I","Feb 28, 2026, 11:11 AM","Feb 28, 2026, 1:04 PM","","Lying Leg Curl (Machine)",,"",1,"normal",72.5,8,,,9.5
"FULLBODY I","Feb 28, 2026, 11:11 AM","Feb 28, 2026, 1:04 PM","","Seated Cable Row - Bar Grip",,"",0,"failure",110,8,,,
"FULLBODY II","Feb 24, 2026, 8:47 PM","Feb 24, 2026, 10:04 PM","","Straight Leg Deadlift",,"",0,"normal",100,6,,,
"FULLBODY II","Feb 24, 2026, 8:47 PM","Feb 24, 2026, 10:04 PM","","Leg Raise Parallel Bars",,"",0,"normal",,10,,,
"FULLBODY II","Feb 24, 2026, 8:47 PM","Feb 24, 2026, 10:04 PM","","Leg Raise Parallel Bars",,"",1,"normal",,10,,,
"FULLBODY II","Feb 24, 2026, 8:47 PM","Feb 24, 2026, 10:04 PM","","Chest Fly (Machine)",,"Fiz na pratique",0,"normal",120,11,,,9
"FULLBODY II","Feb 24, 2026, 8:47 PM","Feb 24, 2026, 10:04 PM","","Chest Fly (Machine)",,"Fiz na pratique",1,"normal",120,9,,,9
"FULLBODY II","Feb 24, 2026, 8:47 PM","Feb 24, 2026, 10:04 PM","","Chest Fly (Machine)",,"Fiz na pratique",2,"normal",120,10,,,10
"FULLBODY II","Feb 24, 2026, 8:47 PM","Feb 24, 2026, 10:04 PM","","Lat Pulldown (Cable)",,"",0,"normal",130,9,,,9.5
"FULLBODY II","Feb 24, 2026, 8:47 PM","Feb 24, 2026, 10:04 PM","","Lat Pulldown (Cable)",,"",1,"normal",130,10,,,10
"FULLBODY II","Feb 24, 2026, 8:47 PM","Feb 24, 2026, 10:04 PM","","Leg Extension (Machine)",,"",0,"normal",100,10,,,
"FULLBODY II","Feb 24, 2026, 8:47 PM","Feb 24, 2026, 10:04 PM","","Leg Extension (Machine)",,"",1,"normal",100,8,,,
"FULLBODY I","Feb 19, 2026, 8:04 PM","Feb 19, 2026, 9:32 PM","","Squat (Smith Machine)",,"",0,"normal",80,5,,,9
"FULLBODY I","Feb 19, 2026, 8:04 PM","Feb 19, 2026, 9:32 PM","","Squat (Smith Machine)",,"",1,"normal",60,10,,,9.5
"FULLBODY I","Feb 19, 2026, 8:04 PM","Feb 19, 2026, 9:32 PM","","Chest Press (Machine)",,"",0,"failure",97.5,8,,,10
"FULLBODY I","Feb 19, 2026, 8:04 PM","Feb 19, 2026, 9:32 PM","","Chest Press (Machine)",,"",1,"failure",97.5,5,,,9.5
"FULLBODY I","Feb 19, 2026, 8:04 PM","Feb 19, 2026, 9:32 PM","","Lying Leg Curl (Machine)",,"",0,"normal",72.5,8,,,10
"FULLBODY I","Feb 19, 2026, 8:04 PM","Feb 19, 2026, 9:32 PM","","Lying Leg Curl (Machine)",,"",1,"normal",72.5,6,,,10
"FULLBODY I","Feb 19, 2026, 8:04 PM","Feb 19, 2026, 9:32 PM","","Calf Extension (Machine)",,"",0,"normal",190,9,,,
"FULLBODY I","Feb 19, 2026, 8:04 PM","Feb 19, 2026, 9:32 PM","","Calf Extension (Machine)",,"",1,"normal",190,8,,,
"FULLBODY I","Feb 19, 2026, 8:04 PM","Feb 19, 2026, 9:32 PM","","Seated Cable Row - Bar Grip",,"",0,"failure",110,9,,,10
"FULLBODY I","Feb 19, 2026, 8:04 PM","Feb 19, 2026, 9:32 PM","","Seated Cable Row - Bar Grip",,"",1,"failure",110,9,,,
"FULLBODY II","Feb 6, 2026, 5:06 PM","Feb 6, 2026, 5:59 PM","","Straight Leg Deadlift",,"",0,"normal",100,9,,,9.5
"FULLBODY II","Feb 6, 2026, 5:06 PM","Feb 6, 2026, 5:59 PM","","Straight Leg Deadlift",,"",1,"normal",100,7,,,10
"FULLBODY II","Feb 6, 2026, 5:06 PM","Feb 6, 2026, 5:59 PM","","Chest Fly (Machine)",,"",0,"normal",97.5,7,,,10
"FULLBODY II","Feb 6, 2026, 5:06 PM","Feb 6, 2026, 5:59 PM","","Chest Fly (Machine)",,"",1,"normal",90,7,,,10
"FULLBODY II","Feb 6, 2026, 5:06 PM","Feb 6, 2026, 5:59 PM","","Lat Pulldown (Cable)",,"",0,"normal",130,8,,,9.5
"FULLBODY II","Feb 6, 2026, 5:06 PM","Feb 6, 2026, 5:59 PM","","Lat Pulldown (Cable)",,"",1,"normal",130,7,,,10
"FULLBODY I","Feb 3, 2026, 9:11 PM","Feb 3, 2026, 10:17 PM","","Squat (Smith Machine)",,"",0,"normal",80,8,,,
"FULLBODY I","Feb 3, 2026, 9:11 PM","Feb 3, 2026, 10:17 PM","","Squat (Smith Machine)",,"",1,"normal",80,8,,,
"FULLBODY I","Feb 3, 2026, 9:11 PM","Feb 3, 2026, 10:17 PM","","Chest Press (Machine)",,"",0,"failure",97.5,8,,,10
"FULLBODY I","Feb 3, 2026, 9:11 PM","Feb 3, 2026, 10:17 PM","","Chest Press (Machine)",,"",1,"failure",95,6,,,10
"FULLBODY I","Feb 3, 2026, 9:11 PM","Feb 3, 2026, 10:17 PM","","Decline Crunch (Weighted)",,"",0,"normal",,17,,,
"FULLBODY I","Feb 3, 2026, 9:11 PM","Feb 3, 2026, 10:17 PM","","Decline Crunch (Weighted)",,"",1,"normal",,17,,,
"FULLBODY I","Feb 3, 2026, 9:11 PM","Feb 3, 2026, 10:17 PM","","Seated Leg Curl (Machine)",,"",0,"normal",95,10,,,
"FULLBODY I","Feb 3, 2026, 9:11 PM","Feb 3, 2026, 10:17 PM","","Seated Leg Curl (Machine)",,"",1,"normal",100,6,,,10
"FULLBODY I","Feb 3, 2026, 9:11 PM","Feb 3, 2026, 10:17 PM","","Calf Extension (Machine)",,"",0,"normal",190,9,,,
"FULLBODY I","Feb 3, 2026, 9:11 PM","Feb 3, 2026, 10:17 PM","","Calf Extension (Machine)",,"",1,"normal",190,8,,,
"FULLBODY I","Feb 3, 2026, 9:11 PM","Feb 3, 2026, 10:17 PM","","Seated Cable Row - Bar Grip",,"",0,"failure",100,10,,,9.5
"FULLBODY I","Feb 3, 2026, 9:11 PM","Feb 3, 2026, 10:17 PM","","Seated Cable Row - Bar Grip",,"",1,"failure",100,11,,,10
"FULLBODY I","Jan 27, 2026, 6:14 PM","Jan 27, 2026, 7:33 PM","","Squat (Smith Machine)",,"",0,"normal",80,8,,,9.5
"FULLBODY I","Jan 27, 2026, 6:14 PM","Jan 27, 2026, 7:33 PM","","Squat (Smith Machine)",,"",1,"normal",80,7,,,9.5
"FULLBODY I","Jan 27, 2026, 6:14 PM","Jan 27, 2026, 7:33 PM","","Squat (Smith Machine)",,"",2,"normal",70,7,,,9.5
"FULLBODY I","Jan 27, 2026, 6:14 PM","Jan 27, 2026, 7:33 PM","","Chest Press (Machine)",,"",0,"failure",97.5,8,,,10
"FULLBODY I","Jan 27, 2026, 6:14 PM","Jan 27, 2026, 7:33 PM","","Chest Press (Machine)",,"",1,"failure",95,5,,,9.5
"FULLBODY I","Jan 27, 2026, 6:14 PM","Jan 27, 2026, 7:33 PM","","Decline Crunch (Weighted)",,"",0,"normal",,16,,,9.5
"FULLBODY I","Jan 27, 2026, 6:14 PM","Jan 27, 2026, 7:33 PM","","Decline Crunch (Weighted)",,"",1,"normal",,16,,,10
"FULLBODY I","Jan 27, 2026, 6:14 PM","Jan 27, 2026, 7:33 PM","","Seated Leg Curl (Machine)",,"",0,"normal",95,9,,,10
"FULLBODY I","Jan 27, 2026, 6:14 PM","Jan 27, 2026, 7:33 PM","","Seated Leg Curl (Machine)",,"",1,"normal",95,6,,,8.5
"FULLBODY I","Jan 27, 2026, 6:14 PM","Jan 27, 2026, 7:33 PM","","Calf Extension (Machine)",,"",0,"normal",180,8,,,10
"FULLBODY I","Jan 27, 2026, 6:14 PM","Jan 27, 2026, 7:33 PM","","Calf Extension (Machine)",,"",1,"normal",180,8,,,10
"FULLBODY I","Jan 27, 2026, 6:14 PM","Jan 27, 2026, 7:33 PM","","Remada Alta(máquina)",,"",0,"failure",120,9,,,9.5
"FULLBODY I","Jan 27, 2026, 6:14 PM","Jan 27, 2026, 7:33 PM","","Remada Alta(máquina)",,"",1,"failure",120,8,,,9.5
"FULLBODY III","Jan 24, 2026, 4:08 PM","Jan 24, 2026, 4:51 PM","","Lunge (Barbell)",,"",0,"normal",40,10,,,9.5
"FULLBODY III","Jan 24, 2026, 4:08 PM","Jan 24, 2026, 4:51 PM","","Lunge (Barbell)",,"",1,"normal",40,10,,,9.5
"FULLBODY III","Jan 24, 2026, 4:08 PM","Jan 24, 2026, 4:51 PM","","Incline Chest Press (Machine)",,"",0,"normal",85,7,,,9.5
"FULLBODY III","Jan 24, 2026, 4:08 PM","Jan 24, 2026, 4:51 PM","","Incline Chest Press (Machine)",,"",1,"normal",85,6,,,10
"FULLBODY III","Jan 24, 2026, 4:08 PM","Jan 24, 2026, 4:51 PM","","Lying Leg Curl (Machine)",,"",0,"normal",72.5,7,,,10
"FULLBODY III","Jan 24, 2026, 4:08 PM","Jan 24, 2026, 4:51 PM","","Lying Leg Curl (Machine)",,"",1,"normal",72.5,6,,,
"FULLBODY III","Jan 24, 2026, 4:08 PM","Jan 24, 2026, 4:51 PM","","Crunch (Machine)",,"",0,"failure",60,15,,,
"FULLBODY III","Jan 24, 2026, 4:08 PM","Jan 24, 2026, 4:51 PM","","Iso-Lateral Row (Machine)",,"",0,"normal",100,10,,,
"FULLBODY III","Jan 24, 2026, 4:08 PM","Jan 24, 2026, 4:51 PM","","Iso-Lateral Row (Machine)",,"",1,"normal",100,10,,,
"FULLBODY II","Jan 22, 2026, 9:04 PM","Jan 22, 2026, 10:12 PM","","Straight Leg Deadlift",,"",0,"normal",100,9,,,9.5
"FULLBODY II","Jan 22, 2026, 9:04 PM","Jan 22, 2026, 10:12 PM","","Straight Leg Deadlift",,"",1,"normal",100,6,,,8.5
"FULLBODY II","Jan 22, 2026, 9:04 PM","Jan 22, 2026, 10:12 PM","","Straight Leg Deadlift",,"",2,"normal",80,9,,,9.5
"FULLBODY II","Jan 22, 2026, 9:04 PM","Jan 22, 2026, 10:12 PM","","Chest Fly (Machine)",,"",0,"normal",97.5,6,,,10
"FULLBODY II","Jan 22, 2026, 9:04 PM","Jan 22, 2026, 10:12 PM","","Chest Fly (Machine)",,"",1,"normal",90,5,,,
"FULLBODY II","Jan 22, 2026, 9:04 PM","Jan 22, 2026, 10:12 PM","","Leg Raise Parallel Bars",,"",0,"normal",,10,,,9
"FULLBODY II","Jan 22, 2026, 9:04 PM","Jan 22, 2026, 10:12 PM","","Leg Raise Parallel Bars",,"",1,"normal",,10,,,10
"FULLBODY II","Jan 22, 2026, 9:04 PM","Jan 22, 2026, 10:12 PM","","Lat Pulldown (Cable)",,"",0,"normal",120,9,,,9.5
"FULLBODY II","Jan 22, 2026, 9:04 PM","Jan 22, 2026, 10:12 PM","","Lat Pulldown (Cable)",,"",1,"normal",120,9,,,10
"FULLBODY II","Jan 22, 2026, 9:04 PM","Jan 22, 2026, 10:12 PM","","Leg Extension (Machine)",,"",0,"normal",60,12,,,8.5
"FULLBODY II","Jan 22, 2026, 9:04 PM","Jan 22, 2026, 10:12 PM","","Leg Extension (Machine)",,"",1,"normal",90,8,,,
"FULLBODY I","Jan 20, 2026, 8:01 PM","Jan 20, 2026, 9:30 PM","","Squat (Smith Machine)",,"Fiz todas as execucoes bem solidas, o mais fundo que dava",0,"normal",80,8,,,10
"FULLBODY I","Jan 20, 2026, 8:01 PM","Jan 20, 2026, 9:30 PM","","Squat (Smith Machine)",,"Fiz todas as execucoes bem solidas, o mais fundo que dava",1,"normal",80,6,,,9.5
"FULLBODY I","Jan 20, 2026, 8:01 PM","Jan 20, 2026, 9:30 PM","","Squat (Smith Machine)",,"Fiz todas as execucoes bem solidas, o mais fundo que dava",2,"normal",70,8,,,9.5
"FULLBODY I","Jan 20, 2026, 8:01 PM","Jan 20, 2026, 9:30 PM","","Chest Press (Machine)",,"",0,"failure",97.5,8,,,9.5
"FULLBODY I","Jan 20, 2026, 8:01 PM","Jan 20, 2026, 9:30 PM","","Chest Press (Machine)",,"",1,"failure",97.5,7,,,9.5
"FULLBODY I","Jan 20, 2026, 8:01 PM","Jan 20, 2026, 9:30 PM","","Chest Press (Machine)",,"",2,"normal",85,6,,,10
"FULLBODY I","Jan 20, 2026, 8:01 PM","Jan 20, 2026, 9:30 PM","","Decline Crunch (Weighted)",,"",0,"normal",,16,,,10
"FULLBODY I","Jan 20, 2026, 8:01 PM","Jan 20, 2026, 9:30 PM","","Decline Crunch (Weighted)",,"",1,"normal",,15,,,10
"FULLBODY I","Jan 20, 2026, 8:01 PM","Jan 20, 2026, 9:30 PM","","Seated Leg Curl (Machine)",,"",0,"normal",95,9,,,10
"FULLBODY I","Jan 20, 2026, 8:01 PM","Jan 20, 2026, 9:30 PM","","Seated Leg Curl (Machine)",,"",1,"normal",95,8,,,10
