"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Upper 2","Mar 26, 2025, 7:43 PM","Mar 26, 2025, 8:43 PM","","Lat Pulldown (Cable)",,"",1,"failure",90,9,,,
"Upper 2","Mar 26, 2025, 7:43 PM","Mar 26, 2025, 8:43 PM","","Chest Fly (Machine)",,"",0,"normal",100,10,,,
"Upper 2","Mar 26, 2025, 7:43 PM","Mar 26, 2025, 8:43 PM","","Chest Fly (Machine)",,"",1,"normal",100,9,,,
"Upper 2","Mar 26, 2025, 7:43 PM","Mar 26, 2025, 8:43 PM","","Pull Up",,"",0,"normal",,10,,,
"Upper 2","Mar 26, 2025, 7:43 PM","Mar 26, 2025, 8:43 PM","","Pull Up",,"",1,"normal",,9,,,
"Upper 2","Mar 26, 2025, 7:43 PM","Mar 26, 2025, 8:43 PM","","Rosca Articulada",,"",0,"failure",30,10,,,
"Upper 2","Mar 26, 2025, 7:43 PM","Mar 26, 2025, 8:43 PM","","Rosca Articulada",,"",1,"failure",30,11,,,
"Upper 2","Mar 26, 2025, 7:43 PM","Mar 26, 2025, 8:43 PM","","Seated Dip Machine",,"",0,"failure",85,7,,,
"Upper 2","Mar 26, 2025, 7:43 PM","Mar 26, 2025, 8:43 PM","","Seated Dip Machine",,"",1,"failure",85,7,,,
"Upper 2","Mar 26, 2025, 7:43 PM","Mar 26, 2025, 8:43 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",20,10,,,
"Upper 2","Mar 26, 2025, 7:43 PM","Mar 26, 2025, 8:43 PM","","Lateral Raise (Dumbbell)",,"",1,"normal",20,9,,,
"Upper 2","Mar 26, 2025, 7:43 PM","Mar 26, 2025, 8:43 PM","","Leg Raise Parallel Bars",,"",0,"normal",,16,,,
"Upper 2","Mar 26, 2025, 7:43 PM","Mar 26, 2025, 8:43 PM","","Leg Raise Parallel Bars",,"",1,"normal",,15,,,
"Lower 2","Mar 25, 2025, 7:32 PM","Mar 25, 2025, 8:20 PM","","Hack Squat (Machine)",,"Dei mole e fiz 6 reps com 120 kg",0,"failure",140,7,,,
"Lower 2","Mar 25, 2025, 7:32 PM","Mar 25, 2025, 8:20 PM","","Hack Squat (Machine)",,"Dei mole e fiz 6 reps com 120 kg",1,"normal",140,8,,,
"Lower 2","Mar 25, 2025, 7:32 PM","Mar 25, 2025, 8:20 PM","","Bulgarian Split Squat",,"",0,"normal",45,8,,,
"Lower 2","Mar 25, 2025, 7:32 PM","Mar 25, 2025, 8:20 PM","","Bulgarian Split Squat",,"",1,"normal",45,8,,,
"Lower 2","Mar 25, 2025, 7:32 PM","Mar 25, 2025, 8:20 PM","","Seated Calf Raise",,"",0,"normal",100,8,,,
"Lower 2","Mar 25, 2025, 7:32 PM","Mar 25, 2025, 8:20 PM","","Seated Calf Raise",,"",1,"normal",100,8,,,
"Lower 2","Mar 25, 2025, 7:32 PM","Mar 25, 2025, 8:20 PM","","Cadeira Flexora Uni",,"",0,"normal",85,8,,,
"Lower 2","Mar 25, 2025, 7:32 PM","Mar 25, 2025, 8:20 PM","","Cadeira Flexora Uni",,"",1,"normal",85,8,,,
"Lower 2","Mar 25, 2025, 7:32 PM","Mar 25, 2025, 8:20 PM","","Hip Adduction (Machine)",,"Na primeira eu descansei um pouco e fiz +2",0,"failure",120,15,,,
"Lower 2","Mar 25, 2025, 7:32 PM","Mar 25, 2025, 8:20 PM","","Hip Adduction (Machine)",,"Na primeira eu descansei um pouco e fiz +2",1,"failure",120,8,,,
"Upper 1","Mar 24, 2025, 7:43 PM","Mar 24, 2025, 8:43 PM","","Remada Alta(máquina)",,"",0,"failure",85,9,,,
"Upper 1","Mar 24, 2025, 7:43 PM","Mar 24, 2025, 8:43 PM","","Remada Alta(máquina)",,"",1,"failure",85,9,,,
"Upper 1","Mar 24, 2025, 7:43 PM","Mar 24, 2025, 8:43 PM","","Chest Press (Machine)",,"",0,"normal",120,9,,,
"Upper 1","Mar 24, 2025, 7:43 PM","Mar 24, 2025, 8:43 PM","","Chest Press (Machine)",,"",1,"normal",115,6,,,
"Upper 1","Mar 24, 2025, 7:43 PM","Mar 24, 2025, 8:43 PM","","Seated Incline Curl (Dumbbell)",,"",0,"failure",40,7,,,
"Upper 1","Mar 24, 2025, 7:43 PM","Mar 24, 2025, 8:43 PM","","Seated Incline Curl (Dumbbell)",,"",1,"failure",35,9,,,
"Upper 1","Mar 24, 2025, 7:43 PM","Mar 24, 2025, 8:43 PM","","Overhead Press (Smith Machine)",,"",0,"normal",95,9,,,
"Upper 1","Mar 24, 2025, 7:43 PM","Mar 24, 2025, 8:43 PM","","Overhead Press (Smith Machine)",,"",1,"normal",95,9,,,
"Upper 1","Mar 24, 2025, 7:43 PM","Mar 24, 2025, 8:43 PM","","Triceps Pushdown",,"",0,"normal",75,7,,,
"Upper 1","Mar 24, 2025, 7:43 PM","Mar 24, 2025, 8:43 PM","","Abdominal Máquina",,"",0,"normal",100,26,,,
"Upper 1","Mar 24, 2025, 7:43 PM","Mar 24, 2025, 8:43 PM","","Abdominal Máquina",,"",1,"normal",100,26,,,
"Upper 3","Mar 22, 2025, 11:42 AM","Mar 22, 2025, 12:40 PM","","Remada Alta(máquina)",,"Tive que substituir,problemas na maquina,vou diminuir o range de reps nessa,fazer boovos de 3 reps",0,"failure",80,9,,,
"Upper 3","Mar 22, 2025, 11:42 AM","Mar 22, 2025, 12:40 PM","","Remada Alta(máquina)",,"Tive que substituir,problemas na maquina,vou diminuir o range de reps nessa,fazer boovos de 3 reps",1,"failure",85,9,,,
"Upper 3","Mar 22, 2025, 11:42 AM","Mar 22, 2025, 12:40 PM","","Lat Pulldown (Machine)",,"",0,"failure",75,8,,,
"Upper 3","Mar 22, 2025, 11:42 AM","Mar 22, 2025, 12:40 PM","","Lat Pulldown (Machine)",,"",1,"failure",75,6,,,
"Upper 3","Mar 22, 2025, 11:42 AM","Mar 22, 2025, 12:40 PM","","Supino Articulado",,"",0,"failure",80,11,,,
"Upper 3","Mar 22, 2025, 11:42 AM","Mar 22, 2025, 12:40 PM","","Supino Articulado",,"",1,"failure",80,7,,,
"Upper 3","Mar 22, 2025, 11:42 AM","Mar 22, 2025, 12:40 PM","","Chest Dip",,"",0,"normal",,7,,,
"Upper 3","Mar 22, 2025, 11:42 AM","Mar 22, 2025, 12:40 PM","","Rosca Articulada",,"Estou fazendo unilateral agora",0,"normal",30,9,,,
"Upper 3","Mar 22, 2025, 11:42 AM","Mar 22, 2025, 12:40 PM","","Rosca Articulada",,"Estou fazendo unilateral agora",1,"normal",30,8,,,
"Lower 1","Mar 21, 2025, 6:00 PM","Mar 21, 2025, 7:17 PM","","Deadlift (Barbell)",,"Tive que fazer com as anias menores",0,"failure",150,7,,,
"Lower 1","Mar 21, 2025, 6:00 PM","Mar 21, 2025, 7:17 PM","","Deadlift (Barbell)",,"Tive que fazer com as anias menores",1,"normal",140,8,,,
"Lower 1","Mar 21, 2025, 6:00 PM","Mar 21, 2025, 7:17 PM","","Lying Leg Curl (Machine)",,"",0,"normal",90,15,,,
"Lower 1","Mar 21, 2025, 6:00 PM","Mar 21, 2025, 7:17 PM","","Lying Leg Curl (Machine)",,"",1,"normal",90,14,,,
"Lower 1","Mar 21, 2025, 6:00 PM","Mar 21, 2025, 7:17 PM","","Cadeira Extensora Unilateral",,"",0,"normal",90,9,,,
"Lower 1","Mar 21, 2025, 6:00 PM","Mar 21, 2025, 7:17 PM","","Cadeira Extensora Unilateral",,"",1,"normal",90,8,,,
"Lower 1","Mar 21, 2025, 6:00 PM","Mar 21, 2025, 7:17 PM","","Hip Adduction (Machine)",,"",0,"normal",120,16,,,
"Lower 1","Mar 21, 2025, 6:00 PM","Mar 21, 2025, 7:17 PM","","Hip Adduction (Machine)",,"",1,"normal",120,8,,,
"Lower 1","Mar 21, 2025, 6:00 PM","Mar 21, 2025, 7:17 PM","","Seated Calf Raise",,"",0,"normal",100,10,,,
"Lower 1","Mar 21, 2025, 6:00 PM","Mar 21, 2025, 7:17 PM","","Seated Calf Raise",,"",1,"normal",90,9,,,
"Upper 2","Mar 20, 2025, 7:40 PM","Mar 20, 2025, 8:26 PM","","Lat Pulldown (Cable)",,"",0,"failure",90,9,,,
"Upper 2","Mar 20, 2025, 7:40 PM","Mar 20, 2025, 8:26 PM","","Lat Pulldown (Cable)",,"",1,"failure",90,9,,,
"Upper 2","Mar 20, 2025, 7:40 PM","Mar 20, 2025, 8:26 PM","","Chest Fly (Machine)",,"Quase 9",0,"normal",100,9,,,
"Upper 2","Mar 20, 2025, 7:40 PM","Mar 20, 2025, 8:26 PM","","Chest Fly (Machine)",,"Quase 9",1,"normal",100,8,,,
"Upper 2","Mar 20, 2025, 7:40 PM","Mar 20, 2025, 8:26 PM","","Pull Up",,"Na segunda,eu dei pausas e fui fznd",0,"normal",,9,,,
"Upper 2","Mar 20, 2025, 7:40 PM","Mar 20, 2025, 8:26 PM","","Pull Up",,"Na segunda,eu dei pausas e fui fznd",1,"normal",,9,,,
"Upper 2","Mar 20, 2025, 7:40 PM","Mar 20, 2025, 8:26 PM","","Preacher Curl (Barbell)",,"",0,"failure",39,8,,,
"Upper 2","Mar 20, 2025, 7:40 PM","Mar 20, 2025, 8:26 PM","","Preacher Curl (Barbell)",,"",1,"failure",39,8,,,
"Upper 2","Mar 20, 2025, 7:40 PM","Mar 20, 2025, 8:26 PM","","Seated Dip Machine",,"",0,"failure",80,10,,,
"Upper 2","Mar 20, 2025, 7:40 PM","Mar 20, 2025, 8:26 PM","","Seated Dip Machine",,"",1,"failure",80,9,,,
"Upper 2","Mar 20, 2025, 7:40 PM","Mar 20, 2025, 8:26 PM","","Leg Raise Parallel Bars",,"",0,"normal",,15,,,
"Upper 2","Mar 20, 2025, 7:40 PM","Mar 20, 2025, 8:26 PM","","Leg Raise Parallel Bars",,"",1,"normal",,12,,,
"Lower 2","Mar 19, 2025, 6:25 PM","Mar 19, 2025, 7:17 PM","","Hack Squat (Machine)",,"",0,"failure",140,7,,,
"Lower 2","Mar 19, 2025, 6:25 PM","Mar 19, 2025, 7:17 PM","","Hack Squat (Machine)",,"",1,"normal",140,6,,,
"Lower 2","Mar 19, 2025, 6:25 PM","Mar 19, 2025, 7:17 PM","","Bulgarian Split Squat",,"",0,"normal",45,8,,,
"Lower 2","Mar 19, 2025, 6:25 PM","Mar 19, 2025, 7:17 PM","","Bulgarian Split Squat",,"",1,"normal",45,8,,,
"Lower 2","Mar 19, 2025, 6:25 PM","Mar 19, 2025, 7:17 PM","","Seated Calf Raise",,"",0,"normal",100,7,,,
"Lower 2","Mar 19, 2025, 6:25 PM","Mar 19, 2025, 7:17 PM","","Seated Calf Raise",,"",1,"normal",100,7,,,
"Lower 2","Mar 19, 2025, 6:25 PM","Mar 19, 2025, 7:17 PM","","Cadeira Flexora Uni",,"",0,"normal",85,8,,,
"Lower 2","Mar 19, 2025, 6:25 PM","Mar 19, 2025, 7:17 PM","","Cadeira Flexora Uni",,"",1,"normal",85,8,,,
"Lower 2","Mar 19, 2025, 6:25 PM","Mar 19, 2025, 7:17 PM","","Hip Adduction (Machine)",,"",0,"failure",120,15,,,
"Lower 2","Mar 19, 2025, 6:25 PM","Mar 19, 2025, 7:17 PM","","Hip Adduction (Machine)",,"",1,"failure",120,14,,,
"Upper 1","Mar 17, 2025, 6:23 PM","Mar 17, 2025, 7:29 PM","","Remada Alta(máquina)",,"Nao ta ruim,mas da pra melhorar",0,"failure",85,8,,,
"Upper 1","Mar 17, 2025, 6:23 PM","Mar 17, 2025, 7:29 PM","","Remada Alta(máquina)",,"Nao ta ruim,mas da pra melhorar",1,"failure",85,8,,,
"Upper 1","Mar 17, 2025, 6:23 PM","Mar 17, 2025, 7:29 PM","","Chest Press (Machine)",,"",0,"normal",115,9,,,
"Upper 1","Mar 17, 2025, 6:23 PM","Mar 17, 2025, 7:29 PM","","Chest Press (Machine)",,"",1,"normal",115,9,,,
"Upper 1","Mar 17, 2025, 6:23 PM","Mar 17, 2025, 7:29 PM","","Seated Incline Curl (Dumbbell)",,"",0,"failure",35,9,,,
"Upper 1","Mar 17, 2025, 6:23 PM","Mar 17, 2025, 7:29 PM","","Seated Incline Curl (Dumbbell)",,"",1,"failure",35,9,,,
"Upper 1","Mar 17, 2025, 6:23 PM","Mar 17, 2025, 7:29 PM","","Overhead Press (Smith Machine)",,"",0,"normal",95,8,,,
"Upper 1","Mar 17, 2025, 6:23 PM","Mar 17, 2025, 7:29 PM","","Overhead Press (Smith Machine)",,"",1,"normal",95,8,,,
"Upper 1","Mar 17, 2025, 6:23 PM","Mar 17, 2025, 7:29 PM","","Triceps Pushdown",,"",0,"normal",70,9,,,
"Upper 1","Mar 17, 2025, 6:23 PM","Mar 17, 2025, 7:29 PM","","Triceps Pushdown",,"",1,"normal",70,9,,,
"Upper 1","Mar 17, 2025, 6:23 PM","Mar 17, 2025, 7:29 PM","","Abdominal Máquina",,"",0,"normal",100,26,,,
"Upper 1","Mar 17, 2025, 6:23 PM","Mar 17, 2025, 7:29 PM","","Abdominal Máquina",,"",1,"normal",100,25,,,
"Upper 3","Mar 15, 2025, 11:22 AM","Mar 15, 2025, 12:43 PM","","Iso-Lateral Low Row",,"Aumentei o peso sem perceber,mas acabei diminuindo amplitude,semana que vem fzr com 80 mesmo nas duas,talvez 75",0,"failure",85,8,,,
"Upper 3","Mar 15, 2025, 11:22 AM","Mar 15, 2025, 12:43 PM","","Iso-Lateral Low Row",,"Aumentei o peso sem perceber,mas acabei diminuindo amplitude,semana que vem fzr com 80 mesmo nas duas,talvez 75",1,"failure",75,7,,,
"Upper 3","Mar 15, 2025, 11:22 AM","Mar 15, 2025, 12:43 PM","","Lat Pulldown (Machine)",,"",0,"failure",75,7,,,
"Upper 3","Mar 15, 2025, 11:22 AM","Mar 15, 2025, 12:43 PM","","Lat Pulldown (Machine)",,"",1,"failure",70,8,,,
"Upper 3","Mar 15, 2025, 11:22 AM","Mar 15, 2025, 12:43 PM","","Supino Articulado",,"",0,"failure",80,8,,,
"Upper 3","Mar 15, 2025, 11:22 AM","Mar 15, 2025, 12:43 PM","","Supino Articulado",,"",1,"failure",80,8,,,
"Upper 3","Mar 15, 2025, 11:22 AM","Mar 15, 2025, 12:43 PM","","Chest Dip",,"",0,"normal",,6,,,
"Upper 3","Mar 15, 2025, 11:22 AM","Mar 15, 2025, 12:43 PM","","Chest Dip",,"",1,"normal",,6,,,
"Upper 3","Mar 15, 2025, 11:22 AM","Mar 15, 2025, 12:43 PM","","Preacher Curl (Dumbbell)",,"",0,"normal",15,11,,,
"Upper 3","Mar 15, 2025, 11:22 AM","Mar 15, 2025, 12:43 PM","","Preacher Curl (Dumbbell)",,"",1,"normal",15,11,,,
"Upper 3","Mar 15, 2025, 11:22 AM","Mar 15, 2025, 12:43 PM","","Preacher Curl (Dumbbell)",,"",2,"normal",17.5,6,,,
"Upper 3","Mar 15, 2025, 11:22 AM","Mar 15, 2025, 12:43 PM","","Preacher Curl (Dumbbell)",,"",3,"normal",17.5,6,,,
"Upper 3","Mar 15, 2025, 11:22 AM","Mar 15, 2025, 12:43 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",40,9,,,
"Upper 3","Mar 15, 2025, 11:22 AM","Mar 15, 2025, 12:43 PM","","Abdominal Máquina",,"",0,"normal",100,25,,,
"Upper 3","Mar 15, 2025, 11:22 AM","Mar 15, 2025, 12:43 PM","","Abdominal Máquina",,"",1,"normal",100,26,,,
"Lower 2","Mar 14, 2025, 7:26 PM","Mar 14, 2025, 8:03 PM","","Hack Squat (Machine)",,"Foi facil,BORA PORRA",0,"failure",130,9,,,
"Lower 2","Mar 14, 2025, 7:26 PM","Mar 14, 2025, 8:03 PM","","Hack Squat (Machine)",,"Foi facil,BORA PORRA",1,"normal",130,10,,,
"Lower 2","Mar 14, 2025, 7:26 PM","Mar 14, 2025, 8:03 PM","","Bulgarian Split Squat",,"",0,"normal",45,7,,,
"Lower 2","Mar 14, 2025, 7:26 PM","Mar 14, 2025, 8:03 PM","","Seated Calf Raise",,"",0,"normal",100,6,,,
"Lower 2","Mar 14, 2025, 7:26 PM","Mar 14, 2025, 8:03 PM","","Seated Calf Raise",,"",1,"normal",100,7,,,
"Lower 2","Mar 14, 2025, 7:26 PM","Mar 14, 2025, 8:03 PM","","Cadeira Flexora Uni",,"",0,"normal",80,9,,,
"Lower 2","Mar 14, 2025, 7:26 PM","Mar 14, 2025, 8:03 PM","","Cadeira Flexora Uni",,"",1,"normal",80,9,,,
"Lower 2","Mar 14, 2025, 7:26 PM","Mar 14, 2025, 8:03 PM","","Hip Adduction (Machine)",,"",0,"failure",120,10,,,
"Lower 2","Mar 14, 2025, 7:26 PM","Mar 14, 2025, 8:03 PM","","Hip Adduction (Machine)",,"",1,"failure",120,7,,,
"Upper 2","Mar 12, 2025, 5:29 PM","Mar 12, 2025, 6:26 PM","","Lat Pulldown (Cable)",,"",0,"failure",90,9,,,
"Upper 2","Mar 12, 2025, 5:29 PM","Mar 12, 2025, 6:26 PM","","Lat Pulldown (Cable)",,"",1,"failure",90,8,,,
"Upper 2","Mar 12, 2025, 5:29 PM","Mar 12, 2025, 6:26 PM","","Chest Fly (Machine)",,"AMPLITUDE MAXIMA",0,"normal",100,9,,,
"Upper 2","Mar 12, 2025, 5:29 PM","Mar 12, 2025, 6:26 PM","","Chest Fly (Machine)",,"AMPLITUDE MAXIMA",1,"normal",100,8,,,
"Upper 2","Mar 12, 2025, 5:29 PM","Mar 12, 2025, 6:26 PM","","Pull Up",,"",0,"normal",,9,,,
"Upper 2","Mar 12, 2025, 5:29 PM","Mar 12, 2025, 6:26 PM","","Pull Up",,"",1,"normal",,8,,,
"Upper 2","Mar 12, 2025, 5:29 PM","Mar 12, 2025, 6:26 PM","","Rosca Articulada",,"",0,"failure",30,9,,,
"Upper 2","Mar 12, 2025, 5:29 PM","Mar 12, 2025, 6:26 PM","","Rosca Articulada",,"",1,"failure",30,7,,,
"Upper 2","Mar 12, 2025, 5:29 PM","Mar 12, 2025, 6:26 PM","","Seated Dip Machine",,"Na primeira eu fiz +2 reps testando a putra pegada,vacilei",0,"failure",80,11,,,
"Upper 2","Mar 12, 2025, 5:29 PM","Mar 12, 2025, 6:26 PM","","Seated Dip Machine",,"Na primeira eu fiz +2 reps testando a putra pegada,vacilei",1,"failure",80,8,,,
"Upper 2","Mar 12, 2025, 5:29 PM","Mar 12, 2025, 6:26 PM","","Lateral Raise (Dumbbell)",,"",0,"normal",20,9,,,
"Upper 2","Mar 12, 2025, 5:29 PM","Mar 12, 2025, 6:26 PM","","Leg Raise Parallel Bars",,"",0,"normal",,15,,,
"Upper 2","Mar 12, 2025, 5:29 PM","Mar 12, 2025, 6:26 PM","","Leg Raise Parallel Bars",,"",1,"normal",,10,,,
"Lower 1","Mar 11, 2025, 5:20 PM","Mar 11, 2025, 6:18 PM","","Deadlift (Barbell)",,"",0,"failure",150,8,,,
"Lower 1","Mar 11, 2025, 5:20 PM","Mar 11, 2025, 6:18 PM","","Deadlift (Barbell)",,"",1,"normal",150,7,,,
"Lower 1","Mar 11, 2025, 5:20 PM","Mar 11, 2025, 6:18 PM","","Lying Leg Curl (Machine)",,"",0,"normal",90,14,,,
"Lower 1","Mar 11, 2025, 5:20 PM","Mar 11, 2025, 6:18 PM","","Lying Leg Curl (Machine)",,"",1,"normal",90,14,,,
"Lower 1","Mar 11, 2025, 5:20 PM","Mar 11, 2025, 6:18 PM","","Cadeira Extensora Unilateral",,"",0,"normal",85,9,,,
"Lower 1","Mar 11, 2025, 5:20 PM","Mar 11, 2025, 6:18 PM","","Cadeira Extensora Unilateral",,"",1,"normal",85,10,,,
"Lower 1","Mar 11, 2025, 5:20 PM","Mar 11, 2025, 6:18 PM","","Cadeira Extensora Unilateral",,"",2,"normal",85,11,,,
"Lower 1","Mar 11, 2025, 5:20 PM","Mar 11, 2025, 6:18 PM","","Cadeira Extensora Unilateral",,"",3,"normal",85,11,,,
"Lower 1","Mar 11, 2025, 5:20 PM","Mar 11, 2025, 6:18 PM","","Hip Abduction (Machine)",,"",0,"normal",120,19,,,
"Lower 1","Mar 11, 2025, 5:20 PM","Mar 11, 2025, 6:18 PM","","Hip Abduction (Machine)",,"",1,"normal",120,19,,,
"Lower 1","Mar 11, 2025, 5:20 PM","Mar 11, 2025, 6:18 PM","","Seated Calf Raise",,"",0,"normal",90,10,,,
"Lower 1","Mar 11, 2025, 5:20 PM","Mar 11, 2025, 6:18 PM","","Seated Calf Raise",,"",1,"normal",90,10,,,
"Upper 1","Mar 10, 2025, 6:24 PM","Mar 10, 2025, 7:17 PM","","Remada Alta(máquina)",,"",0,"failure",85,9,,,
"Upper 1","Mar 10, 2025, 6:24 PM","Mar 10, 2025, 7:17 PM","","Remada Alta(máquina)",,"",1,"failure",80,5,,,
"Upper 1","Mar 10, 2025, 6:24 PM","Mar 10, 2025, 7:17 PM","","Chest Press (Machine)",,"",0,"normal",115,9,,,
"Upper 1","Mar 10, 2025, 6:24 PM","Mar 10, 2025, 7:17 PM","","Chest Press (Machine)",,"",1,"normal",115,8,,,
"Upper 1","Mar 10, 2025, 6:24 PM","Mar 10, 2025, 7:17 PM","","Seated Incline Curl (Dumbbell)",,"",0,"failure",35,8,,,
"Upper 1","Mar 10, 2025, 6:24 PM","Mar 10, 2025, 7:17 PM","","Seated Incline Curl (Dumbbell)",,"",1,"failure",35,7,,,
"Upper 1","Mar 10, 2025, 6:24 PM","Mar 10, 2025, 7:17 PM","","Overhead Press (Smith Machine)",,"",0,"normal",95,8,,,
"Upper 1","Mar 10, 2025, 6:24 PM","Mar 10, 2025, 7:17 PM","","Overhead Press (Smith Machine)",,"",1,"normal",95,6,,,
"Upper 1","Mar 10, 2025, 6:24 PM","Mar 10, 2025, 7:17 PM","","Triceps Pushdown",,"",0,"normal",70,8,,,
"Upper 1","Mar 10, 2025, 6:24 PM","Mar 10, 2025, 7:17 PM","","Triceps Pushdown",,"",1,"normal",70,9,,,
"Upper 1","Mar 10, 2025, 6:24 PM","Mar 10, 2025, 7:17 PM","","Abdominal Máquina",,"",0,"normal",100,25,,,
"Upper 1","Mar 10, 2025, 6:24 PM","Mar 10, 2025, 7:17 PM","","Abdominal Máquina",,"",1,"normal",100,25,,,
"Upper 3","Mar 7, 2025, 6:50 PM","Mar 7, 2025, 7:39 PM","","Iso-Lateral Low Row",,"",0,"failure",80,8,,,
"Upper 3","Mar 7, 2025, 6:50 PM","Mar 7, 2025, 7:39 PM","","Iso-Lateral Low Row",,"",1,"failure",75,6,,,
"Upper 3","Mar 7, 2025, 6:50 PM","Mar 7, 2025, 7:39 PM","","Lat Pulldown (Machine)",,"Fiz sem strep,esqueci esse trem",0,"failure",60,10,,,
"Upper 3","Mar 7, 2025, 6:50 PM","Mar 7, 2025, 7:39 PM","","Lat Pulldown (Machine)",,"Fiz sem strep,esqueci esse trem",1,"failure",80,6,,,
"Upper 3","Mar 7, 2025, 6:50 PM","Mar 7, 2025, 7:39 PM","","Supino Articulado",,"",0,"failure",70,12,,,
"Upper 3","Mar 7, 2025, 6:50 PM","Mar 7, 2025, 7:39 PM","","Supino Articulado",,"",1,"failure",80,7,,,
"Upper 3","Mar 7, 2025, 6:50 PM","Mar 7, 2025, 7:39 PM","","Chest Dip",,"",0,"normal",,6,,,
"Upper 3","Mar 7, 2025, 6:50 PM","Mar 7, 2025, 7:39 PM","","Chest Dip",,"",1,"normal",,6,,,
"Upper 3","Mar 7, 2025, 6:50 PM","Mar 7, 2025, 7:39 PM","","Bicep Curl (Machine)",,"",0,"normal",60,8,,,
"Upper 3","Mar 7, 2025, 6:50 PM","Mar 7, 2025, 7:39 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",40,8,,,
"Upper 3","Mar 7, 2025, 6:50 PM","Mar 7, 2025, 7:39 PM","","Hammer Curl (Dumbbell)",,"",1,"normal",40,5,,,
"Upper 3","Mar 7, 2025, 6:50 PM","Mar 7, 2025, 7:39 PM","","Abdominal Máquina",,"",0,"normal",100,24,,,
"Upper 3","Mar 7, 2025, 6:50 PM","Mar 7, 2025, 7:39 PM","","Abdominal Máquina",,"",1,"normal",100,24,,,
"Lower 2","Mar 6, 2025, 6:44 PM","Mar 6, 2025, 7:27 PM","Rendimento hoje caiu muito,dormi mal ontem e tive o carnaval né","Hack Squat (Machine)",,"",0,"failure",130,6,,,
"Lower 2","Mar 6, 2025, 6:44 PM","Mar 6, 2025, 7:27 PM","Rendimento hoje caiu muito,dormi mal ontem e tive o carnaval né","Hack Squat (Machine)",,"",1,"normal",130,6,,,
"Lower 2","Mar 6, 2025, 6:44 PM","Mar 6, 2025, 7:27 PM","Rendimento hoje caiu muito,dormi mal ontem e tive o carnaval né","Cadeira Extensora Unilateral",,"",0,"normal",80,11,,,
"Lower 2","Mar 6, 2025, 6:44 PM","Mar 6, 2025, 7:27 PM","Rendimento hoje caiu muito,dormi mal ontem e tive o carnaval né","Cadeira Extensora Unilateral",,"",1,"normal",80,13,,,
"Lower 2","Mar 6, 2025, 6:44 PM","Mar 6, 2025, 7:27 PM","Rendimento hoje caiu muito,dormi mal ontem e tive o carnaval né","Cadeira Extensora Unilateral",,"",2,"normal",90,8,,,
"Lower 2","Mar 6, 2025, 6:44 PM","Mar 6, 2025, 7:27 PM","Rendimento hoje caiu muito,dormi mal ontem e tive o carnaval né","Cadeira Extensora Unilateral",,"",3,"normal",90,9,,,
"Lower 2","Mar 6, 2025, 6:44 PM","Mar 6, 2025, 7:27 PM","Rendimento hoje caiu muito,dormi mal ontem e tive o carnaval né","Seated Calf Raise",,"",0,"normal",90,12,,,
"Lower 2","Mar 6, 2025, 6:44 PM","Mar 6, 2025, 7:27 PM","Rendimento hoje caiu muito,dormi mal ontem e tive o carnaval né","Seated Calf Raise",,"",1,"normal",90,12,,,
"Lower 2","Mar 6, 2025, 6:44 PM","Mar 6, 2025, 7:27 PM","Rendimento hoje caiu muito,dormi mal ontem e tive o carnaval né","Lying Leg Curl (Machine)",,"",0,"normal",90,15,,,
"Lower 2","Mar 6, 2025, 6:44 PM","Mar 6, 2025, 7:27 PM","Rendimento hoje caiu muito,dormi mal ontem e tive o carnaval né","Lying Leg Curl (Machine)",,"",1,"normal",90,10,,,
"Lower 2","Mar 6, 2025, 6:44 PM","Mar 6, 2025, 7:27 PM","Rendimento hoje caiu muito,dormi mal ontem e tive o carnaval né","Hip Abduction (Machine)",,"",0,"failure",120,19,,,
"Lower 2","Mar 6, 2025, 6:44 PM","Mar 6, 2025, 7:27 PM","Rendimento hoje caiu muito,dormi mal ontem e tive o carnaval né","Hip Abduction (Machine)",,"",1,"failure",120,19,,,
"Upper 1","Mar 5, 2025, 7:58 PM","Mar 5, 2025, 9:10 PM","","Remada Alta(máquina)",,"",0,"failure",85,9,,,
"Upper 1","Mar 5, 2025, 7:58 PM","Mar 5, 2025, 9:10 PM","","Remada Alta(máquina)",,"",1,"failure",85,8,,,
"Upper 1","Mar 5, 2025, 7:58 PM","Mar 5, 2025, 9:10 PM","","Chest Press (Machine)",,"",0,"normal",115,9,,,
"Upper 1","Mar 5, 2025, 7:58 PM","Mar 5, 2025, 9:10 PM","","Chest Press (Machine)",,"",1,"normal",115,7,,,
"Upper 1","Mar 5, 2025, 7:58 PM","Mar 5, 2025, 9:10 PM","","Seated Incline Curl (Dumbbell)",,"",0,"failure",35,7,,,
"Upper 1","Mar 5, 2025, 7:58 PM","Mar 5, 2025, 9:10 PM","","Seated Incline Curl (Dumbbell)",,"",1,"failure",35,7,,,
"Upper 1","Mar 5, 2025, 7:58 PM","Mar 5, 2025, 9:10 PM","","Overhead Press (Smith Machine)",,"Diminuir",0,"normal",90,9,,,
